2.90447e-01  6.88430e-01
2.91175e-01  6.87830e-01
2.68407e-01  6.89130e-01
2.91939e-01  6.88220e-01
2.93194e-01  6.89340e-01
2.95652e-01  6.86510e-01
2.69840e-01  6.88410e-01
2.97167e-01  6.87960e-01
2.60915e-01  6.84500e-01
2.60463e-01  6.85930e-01
2.99986e-01  6.89300e-01
2.88059e-01  6.88540e-01
2.87668e-01  6.88590e-01
2.72748e-01  6.92600e-01
2.86931e-01  6.88820e-01
2.86746e-01  6.89350e-01
2.86010e-01  6.90010e-01
2.59409e-01  6.86960e-01
2.85426e-01  6.89280e-01
2.74386e-01  6.91080e-01
2.67124e-01  6.89000e-01
2.67410e-01  6.89620e-01
2.83861e-01  6.88360e-01
2.83649e-01  6.90490e-01
2.57639e-01  6.88770e-01
2.80474e-01  6.89160e-01
2.80203e-01  6.90710e-01
2.80026e-01  6.90820e-01
2.57016e-01  6.86860e-01
2.79078e-01  6.90460e-01
2.52089e-01  6.85660e-01
2.76318e-01  6.89880e-01
2.63142e-01  6.85270e-01
2.91642e-01  6.88480e-01
2.94831e-01  6.88210e-01
2.69654e-01  6.90710e-01
2.61086e-01  6.84800e-01
2.97836e-01  6.89110e-01
2.98264e-01  6.88420e-01
2.99200e-01  6.89310e-01
2.71680e-01  6.91690e-01
3.00098e-01  6.89020e-01
2.60334e-01  6.85950e-01
2.72585e-01  6.93590e-01
2.59633e-01  6.86500e-01
2.87297e-01  6.90480e-01
2.85809e-01  6.89820e-01
2.74162e-01  6.91920e-01
2.74335e-01  6.90870e-01
2.84170e-01  6.89400e-01
2.83756e-01  6.90340e-01
2.83311e-01  6.90570e-01
2.66325e-01  6.86690e-01
2.58180e-01  6.86940e-01
2.80964e-01  6.90550e-01
2.65478e-01  6.86990e-01
2.79801e-01  6.91020e-01
2.53031e-01  6.86380e-01
2.56775e-01  6.87670e-01
2.51851e-01  6.84870e-01
2.78274e-01  6.91350e-01
2.63610e-01  6.85820e-01
2.76205e-01  6.90020e-01
2.74935e-01  6.92630e-01
2.75097e-01  6.91570e-01
2.63202e-01  6.85240e-01
2.56087e-01  6.88870e-01
2.84650e-01  6.88090e-01
2.67623e-01  6.89420e-01
2.85168e-01  6.90770e-01
2.85849e-01  6.90710e-01
2.68590e-01  6.90060e-01
2.61950e-01  6.82130e-01
2.88408e-01  6.91510e-01
2.88913e-01  6.89780e-01
2.89233e-01  6.89060e-01
2.89776e-01  6.88510e-01
2.90290e-01  6.89330e-01
2.69936e-01  6.88350e-01
2.55008e-01  6.86480e-01
2.92817e-01  6.89060e-01
2.71360e-01  6.91220e-01
2.54773e-01  6.86560e-01
2.93386e-01  6.89350e-01
2.93690e-01  6.88840e-01
2.72098e-01  6.91170e-01
2.94093e-01  6.89590e-01
2.95993e-01  6.88590e-01
2.59802e-01  6.85450e-01
2.96174e-01  6.87970e-01
2.59577e-01  6.86280e-01
2.96331e-01  6.86890e-01
2.97397e-01  6.86620e-01
2.97780e-01  6.89620e-01
2.59018e-01  6.86510e-01
2.53563e-01  6.87010e-01
2.58907e-01  6.85720e-01
2.58750e-01  6.86740e-01
2.58804e-01  6.86800e-01
2.67041e-01  6.88300e-01
2.83259e-01  6.90480e-01
2.53450e-01  6.86190e-01
2.82533e-01  6.88780e-01
2.65997e-01  6.88060e-01
2.57910e-01  6.86070e-01
2.57797e-01  6.87100e-01
2.82369e-01  6.90360e-01
2.65816e-01  6.89200e-01
2.65381e-01  6.88300e-01
2.65040e-01  6.87160e-01
2.80922e-01  6.90770e-01
2.80875e-01  6.90910e-01
2.79905e-01  6.90990e-01
2.80146e-01  6.91260e-01
2.57081e-01  6.85630e-01
2.52620e-01  6.86290e-01
2.64581e-01  6.86840e-01
2.64632e-01  6.87390e-01
2.64353e-01  6.86390e-01
2.77692e-01  6.91180e-01
2.63816e-01  6.86400e-01
2.56671e-01  6.86320e-01
2.76962e-01  6.89550e-01
2.63456e-01  6.86790e-01
2.63358e-01  6.85180e-01
2.63312e-01  6.84770e-01
2.52572e-01  6.86260e-01
2.67857e-01  6.87830e-01
2.84878e-01  6.90080e-01
2.85533e-01  6.89140e-01
2.85950e-01  6.90640e-01
2.86889e-01  6.90010e-01
2.87243e-01  6.90930e-01
2.55637e-01  6.87710e-01
2.87845e-01  6.89200e-01
2.88150e-01  6.89790e-01
2.61448e-01  6.84000e-01
2.61551e-01  6.85290e-01
2.61350e-01  6.84610e-01
2.88354e-01  6.91210e-01
2.70021e-01  6.89940e-01
2.88588e-01  6.90440e-01
2.89065e-01  6.89330e-01
2.89657e-01  6.89800e-01
2.49642e-01  6.84810e-01
2.90147e-01  6.86840e-01
2.60682e-01  6.84950e-01
2.90342e-01  6.88970e-01
2.54558e-01  6.86190e-01
2.70654e-01  6.89380e-01
2.90669e-01  6.89740e-01
2.70896e-01  6.89480e-01
2.91689e-01  6.87850e-01
2.92050e-01  6.88490e-01
2.71168e-01  6.91520e-01
2.92163e-01  6.87960e-01
2.93321e-01  6.89180e-01
2.60023e-01  6.85470e-01
2.71646e-01  6.91490e-01
2.71772e-01  6.92550e-01
2.93955e-01  6.89220e-01
2.59910e-01  6.85360e-01
2.50353e-01  6.86270e-01
2.94303e-01  6.89500e-01
2.50591e-01  6.84670e-01
2.73189e-01  6.93450e-01
2.94989e-01  6.89550e-01
2.73663e-01  6.90870e-01
2.96430e-01  6.86870e-01
2.73875e-01  6.91450e-01
2.74030e-01  6.90820e-01
2.96895e-01  6.87170e-01
2.97461e-01  6.86600e-01
2.59239e-01  6.87370e-01
2.97616e-01  6.88320e-01
2.75306e-01  6.88450e-01
2.50644e-01  6.83500e-01
2.50696e-01  6.83840e-01
2.53665e-01  6.87680e-01
2.97670e-01  6.88990e-01
2.75933e-01  6.89430e-01
2.76158e-01  6.90340e-01
2.58646e-01  6.85680e-01
2.58597e-01  6.86540e-01
2.99255e-01  6.90080e-01
2.99379e-01  6.90340e-01
2.77472e-01  6.89490e-01
2.57580e-01  6.88020e-01
3.00431e-01  6.90640e-01
2.66579e-01  6.88860e-01
2.83596e-01  6.90920e-01
2.83473e-01  6.90550e-01
2.82745e-01  6.90450e-01
2.52986e-01  6.85860e-01
2.81890e-01  6.89110e-01
2.56396e-01  6.87290e-01
2.79602e-01  6.91510e-01
2.79515e-01  6.91870e-01
2.79339e-01  6.91480e-01
2.79298e-01  6.90260e-01
2.63661e-01  6.85740e-01
2.52374e-01  6.85540e-01
2.90189e-01  6.87790e-01
2.90792e-01  6.88370e-01
2.62388e-01  6.86710e-01
2.62272e-01  6.87020e-01
2.90850e-01  6.88320e-01
2.68038e-01  6.90140e-01
2.68259e-01  6.89490e-01
2.91461e-01  6.88760e-01
2.68650e-01  6.90790e-01
2.93629e-01  6.88670e-01
2.55130e-01  6.87340e-01
2.69054e-01  6.89680e-01
2.94727e-01  6.87940e-01
2.95152e-01  6.88710e-01
2.95701e-01  6.86640e-01
2.96226e-01  6.87440e-01
2.70501e-01  6.89590e-01
2.96652e-01  6.87080e-01
2.96774e-01  6.87600e-01
2.96998e-01  6.88170e-01
2.97332e-01  6.87610e-01
2.54656e-01  6.86700e-01
2.98429e-01  6.89930e-01
2.98811e-01  6.87830e-01
2.99112e-01  6.89390e-01
2.60415e-01  6.85900e-01
2.99772e-01  6.88870e-01
3.00216e-01  6.89310e-01
2.59692e-01  6.86250e-01
2.50531e-01  6.84720e-01
2.54138e-01  6.86210e-01
2.73831e-01  6.91700e-01
2.74579e-01  6.91320e-01
2.74683e-01  6.89930e-01
2.75518e-01  6.90850e-01
2.75611e-01  6.90220e-01
2.75983e-01  6.89260e-01
2.76494e-01  6.88340e-01
2.76547e-01  6.88900e-01
2.87625e-01  6.87970e-01
2.86801e-01  6.89720e-01
2.51144e-01  6.85130e-01
2.84594e-01  6.89670e-01
2.67348e-01  6.90050e-01
2.84222e-01  6.90530e-01
2.84114e-01  6.89140e-01
2.57241e-01  6.86920e-01
2.57139e-01  6.85520e-01
2.82091e-01  6.90770e-01
2.81379e-01  6.90800e-01
2.81441e-01  6.91090e-01
2.51897e-01  6.85410e-01
2.56252e-01  6.86090e-01
2.80523e-01  6.88790e-01
2.64230e-01  6.85770e-01
2.80302e-01  6.90990e-01
2.78762e-01  6.91520e-01
2.78424e-01  6.90100e-01
2.52141e-01  6.85740e-01
2.67579e-01  6.88990e-01
2.67675e-01  6.88800e-01
2.84935e-01  6.89780e-01
2.67891e-01  6.89620e-01
2.84993e-01  6.90320e-01
2.85270e-01  6.90700e-01
2.62047e-01  6.83530e-01
2.61705e-01  6.86760e-01
2.61764e-01  6.86000e-01
2.87529e-01  6.88470e-01
2.55370e-01  6.86460e-01
2.87783e-01  6.89660e-01
2.89722e-01  6.89580e-01
2.69888e-01  6.87860e-01
2.90239e-01  6.88790e-01
2.70218e-01  6.89720e-01
2.91011e-01  6.88030e-01
2.54956e-01  6.87450e-01
2.92277e-01  6.87900e-01
2.92385e-01  6.88620e-01
2.92925e-01  6.87640e-01
2.93024e-01  6.88780e-01
2.93804e-01  6.89700e-01
2.72435e-01  6.92220e-01
2.54238e-01  6.87720e-01
2.72688e-01  6.92360e-01
2.59967e-01  6.85300e-01
2.72903e-01  6.91850e-01
2.59521e-01  6.86820e-01
2.94461e-01  6.88610e-01
2.94781e-01  6.88750e-01
2.95039e-01  6.88840e-01
2.95386e-01  6.88060e-01
2.73249e-01  6.91810e-01
2.96483e-01  6.86990e-01
2.74110e-01  6.91010e-01
2.97521e-01  6.87180e-01
2.97997e-01  6.87420e-01
2.98480e-01  6.89600e-01
2.98592e-01  6.90240e-01
2.58529e-01  6.87140e-01
2.99669e-01  6.88400e-01
2.53523e-01  6.86750e-01
2.53403e-01  6.85780e-01
2.53162e-01  6.85820e-01
2.51202e-01  6.84170e-01
2.84343e-01  6.89910e-01
2.66878e-01  6.90780e-01
2.83000e-01  6.90730e-01
2.83158e-01  6.89990e-01
2.57410e-01  6.86770e-01
2.65188e-01  6.87920e-01
2.82703e-01  6.90400e-01
2.81992e-01  6.89400e-01
2.80253e-01  6.90220e-01
2.79178e-01  6.89890e-01
2.78619e-01  6.91760e-01
2.63260e-01  6.85170e-01
2.78370e-01  6.91590e-01
2.78182e-01  6.91080e-01
2.77279e-01  6.90750e-01
2.76383e-01  6.89370e-01
2.76443e-01  6.88390e-01
2.56027e-01  6.88410e-01
2.55812e-01  6.86730e-01
2.62503e-01  6.87020e-01
2.62443e-01  6.85990e-01
2.87460e-01  6.87330e-01
2.55317e-01  6.86640e-01
2.92105e-01  6.88730e-01
2.49933e-01  6.84990e-01
2.60519e-01  6.86230e-01
2.50300e-01  6.86300e-01
2.96942e-01  6.86810e-01
2.99153e-01  6.88490e-01
2.74219e-01  6.92030e-01
2.75152e-01  6.91880e-01
2.75257e-01  6.89130e-01
2.51354e-01  6.85330e-01
2.80775e-01  6.91450e-01
2.64477e-01  6.86000e-01
2.64753e-01  6.87950e-01
2.77837e-01  6.90900e-01
2.63999e-01  6.84690e-01
2.76810e-01  6.88100e-01
2.62883e-01  6.85380e-01
2.62829e-01  6.86670e-01
2.55974e-01  6.87870e-01
2.52466e-01  6.86450e-01
2.99562e-01  6.89340e-01
2.67726e-01  6.88220e-01
2.85379e-01  6.89430e-01
2.49472e-01  6.82860e-01
2.61994e-01  6.83440e-01
2.88469e-01  6.89590e-01
2.69147e-01  6.88760e-01
2.88966e-01  6.89430e-01
2.69202e-01  6.89390e-01
2.69491e-01  6.90480e-01
2.89877e-01  6.88650e-01
2.60372e-01  6.85310e-01
2.71877e-01  6.92770e-01
2.94410e-01  6.88890e-01
2.95321e-01  6.86830e-01
2.95753e-01  6.86910e-01
2.54185e-01  6.87270e-01
2.98122e-01  6.87040e-01
2.98536e-01  6.89640e-01
2.73355e-01  6.92400e-01
2.59185e-01  6.86490e-01
2.98954e-01  6.88780e-01
2.84399e-01  6.89100e-01
2.82199e-01  6.91020e-01
2.81606e-01  6.89000e-01
2.75416e-01  6.90120e-01
2.80823e-01  6.91900e-01
2.66056e-01  6.87000e-01
2.64930e-01  6.87950e-01
2.78319e-01  6.91910e-01
2.52722e-01  6.87000e-01
2.77598e-01  6.89830e-01
2.51994e-01  6.84520e-01
2.77232e-01  6.90390e-01
2.56615e-01  6.85060e-01
2.63086e-01  6.85920e-01
3.00483e-01  6.89610e-01
2.55861e-01  6.86690e-01
2.99887e-01  6.89800e-01
2.55678e-01  6.87970e-01
2.67936e-01  6.90200e-01
2.86123e-01  6.89660e-01
2.86362e-01  6.90380e-01
2.68835e-01  6.91560e-01
2.88300e-01  6.91460e-01
2.55486e-01  6.87530e-01
2.69774e-01  6.90150e-01
2.89175e-01  6.88330e-01
2.89588e-01  6.89110e-01
2.61603e-01  6.86080e-01
2.90103e-01  6.88470e-01
2.61301e-01  6.84980e-01
2.49580e-01  6.84560e-01
2.71226e-01  6.92110e-01
