      0.5000000  -2.838667e-05   3.041253e-05      -12345.00      -12345.00
   0.0005380000       659.5005      -82.01950      -12345.00       2.000000
      -12345.00      -12345.00      -12295.00      -12345.00      -12245.00
      -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
      -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
      -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
      -12345.00       40.01830       116.1679       137.0000       60.00000
       41.33430       129.0307      -12345.00       106.3000      -12345.00
      -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
      -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
       1096.230       266.5645       78.19222       9.861614      -12345.00
      -12345.00   5.530925e-12       0.000000       0.000000      -12345.00
      -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
      -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
      2017       246         3        31        23
        19         6         0         0      1320
    -12345    -12345    -12345    -12345    -12345
         1         7    -12345    -12345    -12345
    -12345    -12345    -12345    -12345    -12345
    -12345    -12345    -12345    -12345    -12345
    -12345    -12345    -12345    -12345    -12345
         1         0         1         1         0
BJT     -12345          
00      -12345  -12345  
-12345  -12345  -12345  
-12345  -12345  -12345  
-12345  -12345  -12345  
-12345  -12345  -12345  
-12345  -12345  BHZ     
IC      -12345  -12345  
   1.415813e-09   2.767724e-09   2.323520e-09   3.239878e-09   4.638515e-09
   6.412586e-09   7.352087e-09   5.651305e-09   9.552473e-10  -4.678346e-09
  -9.582266e-09  -1.110734e-08  -3.286025e-09   5.840658e-09   1.880482e-08
   3.066372e-08   2.854623e-08   1.406078e-08  -5.400974e-09  -2.744718e-08
  -4.197051e-08  -3.085181e-08   2.665008e-09   3.938033e-08   5.524008e-08
   4.694066e-08   2.277236e-08  -1.267280e-08  -4.766222e-08  -6.550834e-08
  -4.481569e-08  -3.003564e-09   2.093999e-08   4.117733e-08   4.229138e-08
   2.326764e-08   3.915479e-09  -7.601807e-09   1.367499e-09   1.644199e-08
   1.489246e-08  -1.024963e-08  -2.508621e-08  -1.726640e-08  -7.322334e-10
  -7.494864e-09   1.394111e-08   3.865382e-08   4.923606e-08   6.071026e-08
   1.391705e-08  -4.644490e-08  -8.083049e-08  -8.336239e-08  -4.387637e-08
   3.097263e-08   9.566664e-08   9.752720e-08   5.030141e-08  -2.178505e-08
  -9.288814e-08  -7.678704e-08  -4.214894e-08   5.847519e-09   3.310755e-08
   4.254399e-08   5.414369e-08   4.190863e-08   3.253334e-08   1.846838e-08
  -1.862553e-08  -5.964053e-08  -3.843225e-08  -1.515877e-08   1.833453e-08
   3.547807e-08   2.877552e-08  -1.629316e-09  -5.685395e-08  -8.032640e-08
  -2.392047e-08   4.518188e-08   7.156853e-08   6.722316e-08  -2.593511e-08
  -5.555009e-08  -1.054394e-08   1.824027e-08   5.165473e-08   1.073145e-08
  -3.081610e-08  -2.317578e-08   9.080027e-09   4.924450e-08   3.931906e-08
  -5.920273e-09  -2.697290e-08  -4.319137e-09   7.783904e-09   1.283458e-08
  -3.275454e-09  -5.154886e-08  -7.906315e-08  -7.418490e-08  -3.513368e-08
   4.325184e-08   1.258699e-07   1.138371e-07   3.110269e-08  -9.257306e-08
  -1.202005e-07  -9.714305e-08   9.725129e-09   7.049845e-08   1.270399e-07
   9.183160e-08   3.824835e-08  -4.397466e-08  -5.626765e-08  -4.945300e-09
  -3.831856e-08   9.953289e-09  -5.656033e-08   2.127519e-07   1.118990e-07
   9.603211e-09   2.703482e-07   4.206008e-07  -1.822010e-07   2.795719e-08
   6.300658e-08   5.554880e-07  -8.274689e-07  -8.995019e-07   8.849087e-07
   1.564942e-07  -3.666201e-07  -5.459539e-07   1.773761e-07  -5.089502e-08
  -4.351274e-09   2.922036e-08   1.540603e-07   2.722145e-07   3.051549e-07
  -2.640206e-07   3.763422e-07   3.430281e-09  -5.336969e-07  -2.229520e-07
   2.117279e-07   3.588207e-07  -7.313074e-07   1.002668e-07   3.928264e-07
  -3.377503e-07  -4.727883e-07   3.114488e-07  -5.407118e-07   4.454052e-08
   2.925807e-07  -2.462293e-07   5.984563e-07  -1.117031e-08  -4.961972e-07
  -2.492836e-08   6.714907e-07  -4.338620e-08   8.551432e-08   5.134775e-07
  -6.079678e-07  -1.367818e-06  -9.315709e-08   9.812916e-07   2.710764e-08
  -1.037776e-06   4.230517e-07   5.920687e-07  -3.803210e-07  -2.259602e-07
   5.960673e-08   3.023906e-07  -6.517718e-07   2.346185e-08   4.368371e-07
   2.285361e-07  -5.396248e-07  -7.066688e-08   1.340053e-06   7.677230e-08
  -8.366600e-07  -4.858720e-08   5.640729e-07  -4.082685e-07  -1.057956e-06
   2.363640e-08   9.454276e-07  -2.050907e-07  -2.773646e-07   9.874044e-07
  -5.045819e-08  -5.789562e-07   1.231619e-08   5.235913e-07   4.934159e-07
  -3.443991e-07  -5.579955e-07   5.916041e-07   5.623756e-07  -3.673254e-07
  -1.436139e-07   8.165966e-08  -2.980607e-08   2.654580e-07  -2.234266e-07
  -2.543039e-07   4.628339e-07  -1.071548e-06  -8.052304e-09   1.260799e-06
   4.385728e-07  -6.050780e-07  -7.271382e-07   2.773098e-07  -3.225560e-07
  -3.314506e-08   2.008859e-07  -4.484753e-07   3.473882e-07   8.469163e-08
  -6.206393e-07   6.433916e-07  -7.611438e-07   7.618273e-08   4.572285e-07
  -5.842870e-07   2.364088e-07  -7.909917e-08   6.582678e-08  -4.933971e-07
  -7.288581e-08   8.911464e-07  -7.010930e-08  -8.455106e-08   6.250114e-07
  -7.076906e-07  -9.924319e-08  -8.615938e-08  -2.539798e-07   4.655774e-07
  -6.092465e-09   3.302711e-07   2.749821e-07  -4.692845e-07  -6.627853e-07
   6.177719e-08  -1.504361e-07   3.325543e-07   3.856103e-07  -1.704543e-07
   5.291560e-07   9.104171e-08  -2.571063e-07   1.363822e-08   3.103972e-08
  -5.263688e-07   2.773583e-07   5.576575e-07  -7.537598e-07  -2.157091e-07
   6.925124e-07   3.988466e-07  -6.648377e-07  -2.563406e-07   4.494209e-07
  -2.001624e-07  -1.192919e-07   5.872227e-07  -7.887910e-08  -4.598993e-07
  -2.111632e-07   2.109753e-07   8.141940e-07  -3.200458e-07  -2.344368e-07
   1.812829e-07  -5.261527e-07   7.883421e-08   2.747122e-07  -7.299222e-08
   2.783733e-07  -3.120126e-07  -3.369395e-08   2.333134e-07   2.371730e-07
  -8.394359e-07  -4.868613e-07   1.140549e-06   3.590083e-07  -2.458624e-07
  -7.953268e-07   4.417840e-07  -1.432975e-07   7.075105e-08   1.642254e-07
   2.820038e-07  -3.397105e-07  -5.872770e-07   3.590661e-07   2.368965e-07
   8.110012e-07  -7.241068e-07   3.483033e-07  -5.059131e-07  -6.264095e-07
   3.575990e-07   3.715369e-07   3.068993e-07  -4.847232e-07  -4.856543e-07
   8.746301e-08   6.520638e-07  -1.790596e-07   7.848237e-07  -6.878570e-07
  -8.123735e-07   7.248620e-07   5.782056e-07  -6.852757e-07  -1.078780e-06
   8.981305e-07   9.519983e-07  -3.962635e-07  -6.126292e-07   8.024503e-07
  -4.244228e-07  -2.761340e-08  -2.967220e-07  -1.994167e-07   6.075484e-07
   1.205191e-07  -5.272473e-07  -4.753028e-07   1.085779e-06   2.496796e-07
  -3.617408e-07   9.764191e-08   2.366501e-07  -5.310613e-07   4.542689e-07
  -5.458662e-07  -1.862655e-07   9.714383e-07  -2.908552e-07  -7.180503e-07
  -6.535094e-08  -1.980907e-07   1.995383e-07   4.542462e-07  -4.249908e-08
  -1.531838e-07  -1.121497e-06  -3.756446e-07   8.332364e-07  -1.102868e-07
  -2.790276e-07   4.414918e-07  -9.088457e-08   1.371033e-06   3.656998e-07
  -1.751219e-06  -6.215203e-07   4.801389e-07   2.651475e-07  -2.974685e-07
   2.366885e-07   6.221219e-07  -5.792551e-07  -3.128417e-07  -4.197861e-08
   2.488758e-07   2.055554e-07  -3.842717e-07  -1.284514e-06   4.335752e-07
   1.105438e-06  -1.378350e-06  -1.932884e-07   1.071930e-06   2.403562e-07
  -3.481101e-07   4.271089e-07   4.347198e-07  -1.899957e-07  -1.723283e-07
  -6.651277e-07  -4.227340e-07  -3.472944e-07  -2.071333e-06  -1.026942e-06
   2.364578e-06   1.991370e-06  -5.422698e-07   7.274964e-08  -4.306105e-07
   4.325785e-07  -5.525113e-07  -9.797952e-07   6.393523e-07   9.749557e-07
   1.115642e-07  -6.196131e-07   5.485578e-07   4.556433e-07   1.130566e-07
   3.455092e-07   3.289907e-07  -2.168271e-06  -1.386639e-06   2.289305e-06
   1.903020e-06  -4.410731e-07   5.115026e-07   8.169759e-07   2.055204e-06
   7.841830e-07  -1.004858e-06  -2.320814e-06   3.845012e-08   1.761700e-06
  -8.967795e-07   1.727218e-06   1.778030e-06  -1.789507e-06  -2.335541e-07
   1.642394e-06  -6.507254e-07   2.113158e-06   1.212043e-06  -7.124091e-07
  -9.489872e-07  -2.192390e-06   2.169143e-06   3.616210e-06  -1.042719e-06
  -9.028878e-07  -1.026088e-06  -4.648668e-07  -2.858104e-07  -2.634435e-06
   1.085323e-06   1.733671e-06   3.218650e-06   7.114182e-07  -2.729078e-06
  -5.108468e-09   1.598915e-06  -1.356300e-06  -1.776410e-06  -1.424991e-06
  -2.264970e-06  -2.038278e-07   5.088194e-06  -1.800319e-07  -8.750194e-06
  -2.024173e-06   4.193869e-06   3.957539e-06  -1.732796e-06  -2.876676e-06
  -3.769725e-06   2.310568e-07   2.255047e-06  -9.092872e-07  -2.074869e-07
